index,Шал,Тагт,Ашиглалтанд орсон он,Гараж,Цонх,Барилгын давхар,Хаалга,Талбай,Хэдэн давхарт,Лизинг,Дүүрэг,Цонхны тоо,Байршил,Огноо,Зарын гарчиг,Үнэ,Байрлал,Талбай_numeric,Үнэ_mean
24122,Паркет,1 тагттай,2014,Байхгүй,Вакум,12,Бүргэд,35.0,5,Лизинггүй,Чингэлтэй,2,Бага тойрог,2020-11-05 00:00:00,BAYANBURD URD 1 OROO BAIR,69000000.0,Улаанбаатар,35.0,66857142.85714286
24123,Паркет,1 тагттай,2020,Байхгүй,Вакум,16,Бүргэд,31.0,11,Лизинггүй,Баянзүрх,1,16-р хороолол,2020-11-05 00:00:00,TSAIZ ZAKHYN KHAJUUD 1 OROO,51150000.0,Улаанбаатар,31.0,46918892.327365726
24124,Паркет,1 тагттай,2008,Байхгүй,Вакум,9,Бүргэд,40.0,1,Лизинггүй,Сонгино Хайрхан,2,Москва хороолол,2020-11-05 00:00:00,MOSKVA KHOROOLOLD 1 OROO 40M2,65000000.0,Улаанбаатар,40.0,64125000.0
24125,Паркет,Тагтгүй,2020,Байхгүй,Вакум,16,Төмөр,30.3,13,Лизинггүй,Чингэлтэй,1,Бага тойрог,2020-11-05 00:00:00,KHOTYN TOVD 5-R SURGUULIIN ZUUN TALD SAN APARTMENT -D 1 OROO BAIR,76000000.0,Улаанбаатар,30.3,66857142.85714286
24126,Паркет,1 тагттай,2020,Байхгүй,Вакум,16,Бүргэд,35.0,4,Лизинггүй,Баянзүрх,2,15-р хороолол,2020-11-05 00:00:00,"JUKOVT 2021 OND ASHIGLALTAND OROKH 1 OROO BAIR 35,51 MKV",50000000.0,Улаанбаатар,35.0,55971105.0955414
24127,Паркет,1 тагттай,2020,Байхгүй,Вакум,12,Бүргэд,30.0,7,Лизинггүй,Хан-Уул,1,19-р хороолол,2020-11-05 00:00:00,1 OROO BAIR 30M2,56000000.0,Улаанбаатар,30.0,55550309.94152047
24128,Паркет,1 тагттай,2013,Байхгүй,Вакум,12,Бүргэд,29.0,5,Лизинггүй,Баянзүрх,1,Сансар,2020-11-05 00:00:00,JUKOVT 1 OROO 29M2,52000000.0,Улаанбаатар,29.0,49356930.69306931
24129,Паркет,1 тагттай,2020,Байхгүй,Вакум,13,Бүргэд,34.04,1,Лизинггүй,Хан-Уул,3,Зайсан,2020-11-05 00:00:00,ZAISAND 32.04MK 1 OROO,60000000.0,Улаанбаатар,34.04,61993898.30508474
24130,Паркет,1 тагттай,2017,Байхгүй,Вакум,14,Бүргэд,26.0,2,Лизинггүй,Хан-Уул,2,19-р хороолол,2020-11-05 00:00:00,KHUD-N DERGED NARAN TALYN 2 DAVKHART 1 OROO BAIR,60000000.0,Улаанбаатар,26.0,55550309.94152047
24131,Паркет,1 тагттай,2006,Байхгүй,Вакум,9,Төмөр,38.0,8,Лизинггүй,Баянгол,2,"3, 4 хороолол",2020-11-05 00:00:00,1 OROO BAIR 38M2,65000000.0,Улаанбаатар,38.0,67657509.58466454
24132,Паркет,Тагтгүй,2018,Байхгүй,Вакум,5,Бүргэд,38.0,4,Лизинггүй,Хан-Уул,2,Viva city,2020-11-05 00:00:00,VIVA CITY 1OROO BAIR 38M2,57000000.0,Улаанбаатар,38.0,61321637.93103448
24133,Паркет,1 тагттай,2014,Байхгүй,Вакум,14,Бүргэд,33.8,12,Лизинггүй,Баянзүрх,2,15-р хороолол,2020-11-05 00:00:00,KINO UILDVERT SKYTOWN KHOTKHOND 1 OROO BAIR,58000000.0,Улаанбаатар,33.8,55971105.0955414
24134,Паркет,1 тагттай,1980,Байхгүй,Вакум,4,Бүргэд,18.0,3,Лизинггүй,Чингэлтэй,2,"40, 50 мянгат",2020-11-05 00:00:00,"IKH DELGUURIIN ZUUN TALD, GAL TOGOO TUSDAA 1 OROO BAIR",135000000.0,Улаанбаатар,18.0,103906250.0
24135,Паркет,1 тагттай,2012,Байхгүй,Вакум,4,Бүргэд,22.4,1,Лизинггүй,Баянзүрх,1,Шар хад,2020-11-05 00:00:00,1 OROO BAIR,30000000.0,Улаанбаатар,22.4,31131578.94736842
24136,Мод,Тагтгүй,1990,Байхгүй,Вакум,3,Бүргэд,35.0,1,Лизинггүй,Баянзүрх,3,Амгалан,2020-11-05 00:00:00,AMGALAND 1 OROO 35M2,43000000.0,Улаанбаатар,35.0,47038066.666666664
24137,Паркет,1 тагттай,2020,Байгаа,Вакум,16,Бүргэд,31.0,15,Лизинггүй,Хан-Уул,1,Бусад,2020-11-05 00:00:00,1OROO 31M2 BAIR,62000000.0,Улаанбаатар,31.0,51733929.42898975
24138,Паркет,1 тагттай,2012,Байхгүй,Вакум,12,Бүргэд,31.0,10,Лизинггүй,Баянгол,2,10-р хороолол,2020-11-05 00:00:00,GOLDEN PARK 1 KHOTKHOND 1 OROO BAIR,47500000.0,Улаанбаатар,31.0,49934253.40599455
24139,Паркет,1 тагттай,2014,Байгаа,Вакум,13,Бүргэд,36.2,9,Лизинггүй,Баянзүрх,1,5-р хороолол,2020-11-05 00:00:00,1 OROO BAIR 36.2M2,58000000.0,Улаанбаатар,36.2,78174026.31578948
24140,Паркет,1 тагттай,2020,Байхгүй,Вакум,12,Бүргэд,34.34,11,Хувь лизингтэй,Баянзүрх,2,16-р хороолол,2020-11-05 00:00:00,DEVJIKH ORGOO KHOROOLOLD 1 OROO 34.34M2,58378000.00000001,Улаанбаатар,34.34,46918892.327365726
24141,Паркет,1 тагттай,2015,Байхгүй,Вакум,12,Бүргэд,61.0,9,Лизинггүй,Сүхбаатар,1,5-р хороолол,2020-11-05 00:00:00,TSIRKIIN BARUUN TALYN NOMUN KHOTKHOND 1OROO BAIR 61M2,105000000.0,Улаанбаатар,61.0,124958793.10344827
24142,Паркет,1 тагттай,2004,Байхгүй,Вакум,6,Бүргэд,36.0,4,Лизинггүй,Баянгол,2,10-р хороолол,2020-11-05 00:00:00,BGD 5-R KHOROO 3-R EMNELGIIN KHOINO BAIRLALTAI 1 OROO BAIR 36M2,58000000.0,Улаанбаатар,36.0,64905996.45390071
24143,Паркет,1 тагттай,2013,Байхгүй,Вакум,5,Бүргэд,28.0,3,Лизинггүй,Баянзүрх,1,Бусад,2020-11-05 00:00:00,"BZD, KHKHEG-N KHOINO BAIRLALTAI KHORSHOOLLYN KHOTKHOND 1 OROO BAIR 28M2",48000000.0,Улаанбаатар,28.0,51733929.42898975
24144,Паркет,1 тагттай,2013,Байхгүй,Вакум,9,Бүргэд,32.0,1,Лизинггүй,Хан-Уул,1,15-р хороолол,2020-11-05 00:00:00,KHURD RAPID KHOROOLOLD BUREN TAVILGATAI 1 OROO BAIR,74000000.0,Улаанбаатар,32.0,55971105.0955414
24145,Паркет,1 тагттай,2013,Байхгүй,Вакум,13,Бүргэд,30.0,12,Лизинггүй,Сонгино Хайрхан,2,21-р хороолол,2020-11-05 00:00:00,"21-R KHOROOLOL, SHINE MOROODOL KHOTKHOND 30M2 1 OROO",49000000.0,Улаанбаатар,30.0,46775845.41062802
24146,Паркет,1 тагттай,2011,Байхгүй,Вакум,9,Бүргэд,33.76,4,Лизинггүй,Хан-Уул,1,120 мянгат,2020-11-05 00:00:00,KHUD TOV TSENGELDEKH KHUREELENGIIN BARUUN TALD 33.76M2 1 OROO BAIR,69000000.0,Улаанбаатар,33.76,68218714.28571428
24147,Паркет,Тагтгүй,2006,Байхгүй,Вакум,5,Бүргэд,33.1,4,Лизинггүй,Баянзүрх,2,Өгөөмөр захын зүүн,2020-11-05 00:00:00,"BZD,OGOOMOR ZAKHYN ZUUN TALD AKHMADYN KHOROOLOLD 33.1M2 1 OROO BAIR",49000000.0,Улаанбаатар,33.1,51355263.15789474
24148,Паркет,1 тагттай,2013,Байхгүй,Вакум,5,Бүргэд,35.0,3,Банкны лизингтэй,Сонгино Хайрхан,2,21-р хороолол,2020-11-05 00:00:00,21 KHOROOLOLD 1 OROO BAIR,55000000.0,Улаанбаатар,35.0,46775845.41062802
24149,Паркет,1 тагттай,2019,Байхгүй,Вакум,16,Бүргэд,29.0,4,Лизинггүй,Баянзүрх,2,Бусад,2020-11-05 00:00:00,PARK VIEW KHOTKHOND 1 OROO BAIR,79000000.0,Улаанбаатар,29.0,51733929.42898975
24150,Чулуу,1 тагттай,1992,Байхгүй,Вакум,9,Төмөр,43.0,9,Лизинггүй,Сонгино Хайрхан,2,1-р хороолол,2020-11-05 00:00:00,1OROO BAIR 43M2,57000000.0,Улаанбаатар,43.0,61578085.526315786
24202,Паркет,1 тагттай,2002,Байхгүй,Вакум,4,Бүргэд,42.1,4,Банкны лизингтэй,Хан-Уул,2,Нисэх,2020-11-03 08:27:00,"KHUD, NISEKHIIN AVTOBUSNY BUUDLYN YAG KHAJUUD 1OROO",6100000.0,Улаанбаатар,42.1,60713496.323529415
24203,Паркет,Тагтгүй,2008,Байхгүй,Вакум,6,Төмөр,20.0,2,Лизинггүй,Хан-Уул,1,Viva city,2020-11-03 09:17:00,VIVA CITY D 1 OROO BAIR,40000000.0,Улаанбаатар,20.0,40795454.54545455
24204,Паркет,Тагтгүй,2012,Байхгүй,Төмөр вакум,7,Бүргэд,28.97,4,Лизинггүй,Баянгол,2,"3, 4 хороолол",2020-11-03 09:31:00,1 OROO 28.97M2,45000000.0,Улаанбаатар,28.97,56938935.39325843
24209,Паркет,Тагтгүй,2020,Байхгүй,Төмөр вакум,16,Бүргэд,27.0,10,Хувь лизингтэй,Баянзүрх,2,Бусад,2020-10-29 13:46:00,"ONE FAMILY APARTMENT 27,71M2 1 OROO",45000000.0,Улаанбаатар,27.0,51733929.42898975
24233,Паркет,1 тагттай,2010,Байхгүй,Вакум,12,Бүргэд,39.0,11,Лизинггүй,Баянзүрх,2,13-р хороолол,2020-10-22 23:06:00,1 OROO BAIR,78000000.0,Улаанбаатар,39.0,79020892.15686275
24256,Паркет,1 тагттай,2009,Байхгүй,Вакум,12,Бүргэд,23.22,10,Лизинггүй,Сонгино Хайрхан,2,21-р хороолол,2020-10-30 14:13:00,21-R KHOROOLOLD 1 OROO BAIR 23.22M2,33000000.0,Улаанбаатар,23.22,46775845.41062802
24321,Паркет,1 тагттай,2017,Байхгүй,Вакум,5,Бүргэд,37.53,3,Лизинггүй,Хан-Уул,2,Яармаг,2020-10-26 19:56:00,"KHUNNU MOLL SHINE ORGOO KHOROOLOLD 37,53M2 1 OROO",64000000.0,Улаанбаатар,37.53,71117062.5
24555,Паркет,2 тагттай,1998,Байхгүй,Вакум,10,Төмөр,18.0,2,Лизинггүй,Баянзүрх,3,13-р хороолол,2020-11-03 09:02:00,13T GANGARYN 38R BAIRAND 1 OROO BAIR,66000000.0,Улаанбаатар,18.0,68594594.5945946
24558,Паркет,Тагтгүй,2010,Байхгүй,Вакум,12,Бүргэд,30.0,11,Лизинггүй,Баянгол,2,"3, 4 хороолол",2020-11-05 00:00:00,1OROO BAIR 30M2,62000000.0,Улаанбаатар,30.0,56938935.39325843
24559,Паркет,1 тагттай,2014,Байхгүй,Вакум,5,Төмөр,41.3,4,Лизинггүй,Орон нутаг,2,Бусад,2020-11-05 00:00:00,GEGEE KHOTKHOND 1 OROO BAIR 41M2,60000000.0,Дорноговь,41.3,68056524.7311828
24561,Ламинат,1 тагттай,2014,Байхгүй,Вакум,12,Бүргэд,27.0,3,Лизинггүй,Сонгино Хайрхан,1,5 шар,2020-11-05 00:00:00,ZALUUS KHOROOLOL 1OROO BAIR 27MKV,38000000.0,Улаанбаатар,27.0,40150637.47125312
24562,Паркет,Тагтгүй,2015,Байхгүй,Вакум,12,Бүргэд,25.5,5,Лизинггүй,Баянгол,1,10-р хороолол,2020-11-05 00:00:00,10R KHOROOLOLD 1 OROO BAIR 25.5M2,55000000.0,Улаанбаатар,25.5,49934253.40599455
24563,Паркет,1 тагттай,1990,Байхгүй,Вакум,5,Төмөр,36.0,2,Лизинггүй,Баянзүрх,2,Сансар,2020-11-05 00:00:00,SANSART GAL TOGOO TUSDAA 1URUU BAIR,55000000.0,Улаанбаатар,36.0,72488489.13043478
24564,Паркет,1 тагттай,1989,Байхгүй,Вакум,9,Бүргэд,18.0,1,Лизинггүй,Сонгино Хайрхан,2,1-р хороолол,2020-11-05 00:00:00,1-R KHOROOLOLD 1 OROO BAIR,65000000.0,Улаанбаатар,18.0,57290410.95890411
24565,Паркет,1 тагттай,2009,Байхгүй,Вакум,6,Бүргэд,31.0,2,Лизинггүй,Баянгол,1,"3, 4 хороолол",2020-11-05 00:00:00,4 HOROOLOLD 1 URUU BAIR,58000000.0,Улаанбаатар,31.0,56938935.39325843
24566,Паркет,1 тагттай,2014,Байхгүй,Вакум,12,Бүргэд,32.0,8,Лизинггүй,Баянгол,2,"3, 4 хороолол",2020-11-05 00:00:00,MODNY 2T BAIRLAKH 32MKV 1 OROO,55000000.0,Улаанбаатар,32.0,56938935.39325843
24567,Паркет,1 тагттай,2010,Байхгүй,Вакум,9,Бүргэд,38.0,8,Лизинггүй,Баянгол,2,25-р эмийн сан,2020-11-05 00:00:00,KHOGJIL KHOTKHOND 1 OROO,69000000.0,Улаанбаатар,38.0,68460784.31372549
24568,Паркет,1 тагттай,2012,Байхгүй,Вакум,5,Бүргэд,32.0,5,Лизинггүй,Сонгино Хайрхан,2,Орбит,2020-11-05 00:00:00,1 OROO BAIR 32M2 TAVILGATAIGAA,45000000.0,Улаанбаатар,32.0,40211904.76190476
24569,Паркет,1 тагттай,2007,Байхгүй,Вакум,12,Бүргэд,41.57,5,Лизинггүй,Сонгино Хайрхан,2,Москва хороолол,2020-11-05 00:00:00,1 URUU BAIR 41M2,70000000.0,Улаанбаатар,41.57,64125000.0
24570,Паркет,1 тагттай,2020,Байхгүй,Вакум,4,Бүргэд,33.52,2,Хувь лизингтэй,Баянгол,3,Баруун 4 зам,2020-11-05 00:00:00,1 OROO 33M2 BAIR,83800000.00000001,Улаанбаатар,33.52,63896130.43478261
24571,Паркет,1 тагттай,2020,Байхгүй,Вакум,12,Бүргэд,30.0,10,Лизинггүй,Баянзүрх,2,16-р хороолол,2020-11-05 00:00:00,16D NEW TOWN XOTXOND SHINE 1OROO 30M2,53000000.0,Улаанбаатар,30.0,46918892.327365726
24572,Паркет,Тагтгүй,2013,Байхгүй,Вакум,10,Бүргэд,87.0,1,Лизинггүй,Баянзүрх,6,Зүүн 4 зам,2020-11-05 00:00:00,JAST KHOTKHOND 1 OROO,144969000.0,Улаанбаатар,87.0,173120500.0
24573,Паркет,Тагтгүй,2010,Байхгүй,Вакум,9,Мод,37.0,2,Лизинггүй,Хан-Уул,2,Хурд,2020-11-05 00:00:00,HURD 1 URUU BAIR 37M2,75000000.0,Улаанбаатар,37.0,78080092.3076923
24574,Паркет,1 тагттай,2020,Байхгүй,Вакум,16,Бүргэд,30.0,13,Лизинггүй,Баянзүрх,1,Бусад,2020-11-05 00:00:00,TSAIZ 1 OROO 30M2,46000000.0,Улаанбаатар,30.0,51733929.42898975
24575,Паркет,1 тагттай,1980,Байхгүй,Вакум,6,Төмөр,36.0,5,Лизинггүй,Баянзүрх,3,16-р хороолол,2020-11-05 00:00:00,16 BATLAN KHAMGAALAKHYN IKH SURGUULI 1 OROO BAIR,50000000.0,Улаанбаатар,36.0,62746655.27950311
24576,Паркет,1 тагттай,2015,Байхгүй,Вакум,12,Бүргэд,22.0,6,Лизинггүй,Сүхбаатар,1,Бусад,2020-11-05 00:00:00,KHANGAI KHOTKHOND 1 OROO,50000000.0,Улаанбаатар,22.0,51733929.42898975
24577,Паркет,1 тагттай,2010,Байхгүй,Вакум,6,Бүргэд,38.0,2,Лизинггүй,Баянгол,1,6-р бичил,2020-11-05 00:00:00,6-R BICHIL KHOROOLOLD 1 OROO BAIR,49000000.0,Улаанбаатар,38.0,60501230.76923077
24578,Паркет,1 тагттай,2017,Байхгүй,Вакум,9,Бүргэд,35.07,5,Лизинггүй,Баянзүрх,1,14-р хороолол,2020-11-05 00:00:00,"BZD, NART KHOTKHOND 1 OROO BAIR 35.07M2",56112000.0,Улаанбаатар,35.07,71669212.38095239
24579,Паркет,1 тагттай,1989,Байхгүй,Вакум,6,Бүргэд,18.0,3,Лизинггүй,Баянзүрх,2,Сансар,2020-11-05 00:00:00,SANSART 1 OROO BAIR 97 SURGUULIIN URD,60000000.0,Улаанбаатар,18.0,50585714.28571428
24580,Паркет,1 тагттай,2013,Байхгүй,Вакум,12,Бүргэд,31.0,1,Лизинггүй,Баянгол,1,Бусад,2020-11-05 00:00:00,ONOR KHOROOLOLD 1 OROO BAIR 31M2,65000000.0,Улаанбаатар,31.0,51733929.42898975
24581,Паркет,Тагтгүй,1980,Байхгүй,Вакум,4,Бүргэд,38.0,1,Лизинггүй,Чингэлтэй,2,"40, 50 мянгат",2020-11-05 00:00:00,KHOTYN TOVD IKH DELGUURIIN BARUUN TALD 1 OROO BAIR 38M2,83000000.0,Улаанбаатар,38.0,106971551.72413793
24582,Паркет,Тагтгүй,2004,Байхгүй,Вакум,1,Бүргэд,21.0,1,Хувь лизингтэй,Хан-Уул,1,120 мянгат,2020-11-05 00:00:00,1 OROO BAIR,45000000.0,Улаанбаатар,21.0,68218714.28571428
24583,Паркет,Тагтгүй,2019,Байхгүй,Вакум,16,Төмөр вакум,30.02,13,Лизинггүй,Баянгол,1,Төмөр зам,2020-11-05 00:00:00,TUMUR ZAMD 1 URUU 30M2 BAIR,69000000.0,Улаанбаатар,30.02,65380000.0
24584,Паркет,1 тагттай,2015,Байхгүй,Вакум,12,Бүргэд,61.22,9,Лизинггүй,Сүхбаатар,1,5-р хороолол,2020-11-05 00:00:00,"TSIRKIIN BARUUN TALD 1 OROO 61,22MKV BAIR",120000000.0,Улаанбаатар,61.22,124958793.10344827
24585,Паркет,1 тагттай,1999,Байхгүй,Вакум,9,Бүргэд,18.0,1,Лизинггүй,Баянгол,2,"3, 4 хороолол",2020-11-05 00:00:00,1 OROO BAIR 18M2,58000000.0,Улаанбаатар,18.0,62586538.461538464
24586,Паркет,1 тагттай,2020,Байхгүй,Вакум,15,Төмөр,34.22,10,Лизинггүй,Баянзүрх,1,13-р хороолол,2020-11-05 00:00:00,URBAN DEVELOPMENT 1OROO BAIR 34.22M2,61596000.0,Улаанбаатар,34.22,58964486.03351955
24587,Паркет,1 тагттай,2016,Байхгүй,Вакум,13,Бүргэд,34.8,4,Лизинггүй,Баянгол,2,1-р хороолол,2020-11-05 00:00:00,1 URUU BAIR 34M2,58000000.0,Улаанбаатар,34.8,53151244.44444445
24588,Паркет,Тагтгүй,2018,Байхгүй,Вакум,10,Бүргэд,25.0,10,Лизинггүй,Хан-Уул,3,Яармаг,2020-11-05 00:00:00,KHANBOGD KHOROOLOLD IJ BUREN TAVILGATAI 1 OROO BAIR 25M2,50000000.0,Улаанбаатар,25.0,44323492.85714286
24589,Паркет,1 тагттай,1998,Байхгүй,Вакум,4,Төмөр,20.0,3,Лизинггүй,Хан-Уул,1,Нисэх,2020-11-05 00:00:00,NISHED BUH YUMNIIHAA HAJUUD 20M2 BAIR,30000000.0,Улаанбаатар,20.0,41294117.64705882
24590,Паркет,1 тагттай,2020,Байхгүй,Вакум,15,Бүргэд,34.22,10,Лизинггүй,Баянзүрх,1,13-р хороолол,2020-11-05 00:00:00,KHALDVART MONNIS URBAN DEVELOPMENT 34.22MKV 1 OROO,65000000.0,Улаанбаатар,34.22,58964486.03351955
24591,Паркет,1 тагттай,2019,Байхгүй,Вакум,16,Бүргэд,29.0,4,Лизинггүй,Баянзүрх,1,Бусад,2020-11-05 00:00:00,PARK VIYU KHOTKHOND 1 OROO BAIR,83000000.0,Улаанбаатар,29.0,51733929.42898975
24592,Паркет,1 тагттай,2011,Байхгүй,Вакум,10,Бүргэд,30.52,9,Лизинггүй,Баянзүрх,2,11-р хороолол,2020-11-05 00:00:00,KHOTYN TOVD 1 OROO BAIR,60000000.0,Улаанбаатар,30.52,57108219.17808219
24593,Паркет,1 тагттай,2019,Байхгүй,Вакум,16,Бүргэд,34.0,8,Лизинггүй,Баянгол,2,"3, 4 хороолол",2020-11-05 00:00:00,"3,4-R KHOROOLOL 34M.KV 1 OROO BAIR",61200000.0,Улаанбаатар,34.0,56938935.39325843
24594,Паркет,1 тагттай,2019,Байхгүй,Вакум,16,Бүргэд,34.0,8,Лизинггүй,Баянгол,2,"3, 4 хороолол",2020-11-05 00:00:00,KHOROOLOL 34M.KV 1 OROO BAIR,61200000.0,Улаанбаатар,34.0,56938935.39325843
24595,Мод,Тагтгүй,1990,Байхгүй,Вакум,4,Бүргэд,42.0,3,Лизинггүй,Баянзүрх,2,Амгалан,2020-11-05 00:00:00,BOTANIKT 1 OROO BAIR,35000000.0,Улаанбаатар,42.0,49856363.63636363
24596,Паркет,1 тагттай,2014,Байхгүй,Вакум,10,Бүргэд,28.0,10,Лизинггүй,Баянзүрх,1,15-р хороолол,2020-11-05 00:00:00,JUKOV SUVDAN SONDORT 1 OROO BAIR 28M2,55000000.0,Улаанбаатар,28.0,55971105.0955414
24597,Паркет,1 тагттай,1990,Байхгүй,Вакум,5,Бүргэд,18.0,2,Лизинггүй,Баянгол,3,"3, 4 хороолол",2020-11-05 00:00:00,GAL TOGOO TUSDAA 1 OROO BAIR,65000000.0,Улаанбаатар,18.0,62586538.461538464
24598,Паркет,1 тагттай,1984,Байхгүй,Вакум,5,Бүргэд,18.0,3,Лизинггүй,Баянзүрх,2,15-р хороолол,2020-11-05 00:00:00,SANSAR UGSARMALYN 1 OROO,58000000.0,Улаанбаатар,18.0,58000000.0
24599,Паркет,1 тагттай,2010,Байгаа,Вакум,4,Бүргэд,34.0,3,Лизинггүй,Сонгино Хайрхан,2,5 шар,2020-11-05 00:00:00,TSERGIIN KHOTKHOND GAL TOGOO TUSDAA 1OROO BAIR 34M2,45900000.0,Улаанбаатар,34.0,40150637.47125312
24600,Паркет,1 тагттай,2009,Байхгүй,Вакум,16,Бүргэд,61.22,9,Лизинггүй,Сүхбаатар,1,5-р хороолол,2020-11-05 00:00:00,NOMUN KHOTKHOND 1 OROO,125000000.0,Улаанбаатар,61.22,124958793.10344827
24601,Паркет,1 тагттай,2018,Байхгүй,Вакум,10,Бүргэд,25.0,10,Лизинггүй,Хан-Уул,3,Яармаг,2020-11-05 00:00:00,YAARMAG KHANBOGD KHOROOLOLD 1 OROO 25M2,50000000.0,Улаанбаатар,25.0,44323492.85714286
24602,Паркет,Тагтгүй,2014,Байхгүй,Вакум,3,Бүргэд,36.0,1,Лизинггүй,Баянзүрх,1,Офицер,2020-11-05 00:00:00,1 OROO 36 MKV BAIR,34500000.0,Улаанбаатар,36.0,57844298.65771812
24603,Паркет,1 тагттай,2013,Байгаа,Вакум,5,Бүргэд,30.5,1,Лизинггүй,Орон нутаг,2,Бусад,2020-11-05 00:00:00,ERDENET ELIT KHOTKHOND 1 OROO BAIR 30.5M2,41000000.0,Орхон,30.5,51733929.42898975
24611,Паркет,1 тагттай,2008,Байхгүй,Вакум,9,Бүргэд,30.0,3,Лизинггүй,Сүхбаатар,2,11-р хороолол,2020-11-03 15:46:00,KHOTYN TOVD 1 OROO 30M2,60000000.0,Улаанбаатар,30.0,57108219.17808219
24612,Паркет,1 тагттай,2020,Байгаа,Вакум,10,Төмөр,44.0,8,Лизинггүй,Баянзүрх,1,Сансар,2020-11-03 15:15:00,CHINGIS ZOCHID BUUDLYN BARUUN TALD TENUUN APARTMENT 1 OROO BAIR 44.79M2,110000000.0,Улаанбаатар,44.0,72488489.13043478
24613,Паркет,1 тагттай,2019,Байхгүй,Вакум,16,Бүргэд,44.15,10,Банкны лизингтэй,Баянгол,1,Төмөр зам,2020-11-05 00:00:00,BARS ZAKHYN KHOINO PREMIUM ULAANBAATAR 44M2 1OROO,99000000.0,Улаанбаатар,44.15,80380304.87804878
24614,Паркет,Тагтгүй,2020,Байхгүй,Вакум,16,Бүргэд,30.0,16,Лизинггүй,Хан-Уул,1,Яармаг,2020-11-05 00:00:00,"KHUD, NISEKH, YAARMAGIIN ZAM DAGUU GARDEN VILLA-D 1URUU",56000000.0,Улаанбаатар,30.0,44323492.85714286
24615,Паркет,1 тагттай,2011,Байхгүй,Төмөр вакум,6,Төмөр,28.0,1,Лизинггүй,Баянгол,2,Бусад,2020-11-05 00:00:00,GEMTLIIN EMNELGIIN BARUUN TALD 1 OROO BAIR 28M2,53000000.0,Улаанбаатар,28.0,51733929.42898975
24616,Паркет,1 тагттай,2015,Байхгүй,Вакум,9,Бүргэд,38.99,4,Лизинггүй,Баянзүрх,2,Офицер,2020-11-03 13:30:00,OFITSERT 1 OROO BAIR,72000000.0,Улаанбаатар,38.99,57844298.65771812
24618,Паркет,Тагтгүй,2020,Байхгүй,Вакум,16,Бүргэд,28.0,10,Лизинггүй,Баянзүрх,2,Бусад,2020-11-05 00:00:00,"JUKOV, ONE FAMILY KHOTKHOND 1 OROO 28M2",44500000.0,Улаанбаатар,28.0,51733929.42898975
24619,Паркет,1 тагттай,2015,Байхгүй,Вакум,5,Бүргэд,38.0,1,Банкны лизингтэй,Хан-Уул,2,Яармаг,2020-11-03 17:00:00,SHINE URGUU HOROOLOLD 1URUU BAIR 38M2,65000000.0,Улаанбаатар,38.0,71117062.5
24620,Паркет,1 тагттай,2020,Байхгүй,Вакум,16,Төмөр вакум,29.0,14,Лизинггүй,Сонгино Хайрхан,2,21-р хороолол,2020-11-05 00:00:00,"28.4 M2, 1 OROO BAIR",47000000.0,Улаанбаатар,29.0,46775845.41062802
24621,Паркет,1 тагттай,2015,Байхгүй,Вакум,12,Бүргэд,34.0,8,Лизинггүй,Баянгол,2,25-р эмийн сан,2020-11-03 10:00:00,34M2 1OROO BAIR,64000000.0,Улаанбаатар,34.0,58070491.80327869
24628,Паркет,1 тагттай,2020,Байхгүй,Вакум,12,Бүргэд,34.34,11,Хувь лизингтэй,Баянзүрх,2,16-р хороолол,2020-11-04 16:29:00,DEVJIKH ORGOO KHOROOLOLD 1 OROO 34.34M2,58378000.00000001,Улаанбаатар,34.34,46918892.327365726
24748,Паркет,1 тагттай,2014,Байхгүй,Вакум,5,Бүргэд,26.1,5,Хувь лизингтэй,Сонгино Хайрхан,1,Ханын материал,2020-11-06 17:00:00,26.1 MK 1 URUU BAIR,35000000.0,Улаанбаатар,26.1,42316000.0
24749,Паркет,1 тагттай,2004,Байхгүй,Вакум,6,Бүргэд,36.0,4,Лизинггүй,Баянгол,2,10-р хороолол,2020-11-06 17:04:00,BGD 5-R KHOROO 3-R EMNELGIIN KHOINO BAIRLALTAI 1 OROO BAIR 36M2,58000000.0,Улаанбаатар,36.0,64905996.45390071
24750,Паркет,1 тагттай,2013,Байхгүй,Вакум,13,Бүргэд,30.0,12,Лизинггүй,Сонгино Хайрхан,2,21-р хороолол,2020-11-06 17:03:00,"21-R KHOROOLOL, SHINE MOROODOL KHOTKHOND 30M2 1 OROO",49000000.0,Улаанбаатар,30.0,46775845.41062802
24751,Паркет,1 тагттай,2018,Байхгүй,Вакум,10,Төмөр,45.0,2,Лизинггүй,Хан-Уул,1,Бусад,2020-11-06 17:32:00,1 URUU 45M2,99000000.0,Улаанбаатар,45.0,68056524.7311828
24752,Паркет,1 тагттай,2012,Байхгүй,Вакум,17,Бүргэд,51.0,1,Лизинггүй,Баянзүрх,1,14-р хороолол,2020-11-06 17:57:00,13-T KHALDVARTYN ETSEST 51M2 GAL TOGOO TUSDAA 1 OROO,72000000.0,Улаанбаатар,51.0,98181375.0
24753,Паркет,1 тагттай,1990,Байхгүй,Мод,9,Бүргэд,18.0,3,Банкны лизингтэй,Сонгино Хайрхан,3,1-р хороолол,2020-11-06 18:19:00,1 KHOROOLOLD 1 OROO,63000000.0,Улаанбаатар,18.0,57290410.95890411
