index,Шал,Тагт,Ашиглалтанд орсон он,Гараж,Цонх,Барилгын давхар,Хаалга,Талбай,Хэдэн давхарт,Лизинг,Дүүрэг,Цонхны тоо,Байршил,Огноо,Зарын гарчиг,Үнэ,Байрлал,Талбай_numeric,Үнэ_mean
3341,Паркет,1 тагттай,2019,Байгаа,Вакум,9,Төмөр,39.0,8,Лизинггүй,Баянзүрх,1,Офицер,2020-01-29 12:33:00,BZD-T 1 OROO BAIR,65000000.0,Улаанбаатар,39.0,57844298.65771812
3342,Паркет,1 тагттай,2020,Байхгүй,Вакум,12,Мод,30.0,6,Хувь лизингтэй,Хан-Уул,2,19-р хороолол,2020-01-29 14:59:00,KHANUULD MISHEELD 5 SARD OROKH 30M2 1 OROO BAIR,45000000.0,Улаанбаатар,30.0,55550309.94152047
3343,Паркет,1 тагттай,2019,Байхгүй,Вакум,15,Төмөр,39.0,12,Хувь лизингтэй,Хан-Уул,2,Бусад,2020-01-29 15:17:00,TSAGAAN KHAALGA TSOGTSOLBOR KHOTKHOND 1 OROO 39M2,58500000.0,Улаанбаатар,39.0,68056524.7311828
3344,Паркет,1 тагттай,2019,Байхгүй,Вакум,2,Бүргэд,32.0,1,Лизинггүй,Сонгино Хайрхан,3,Бусад,2020-01-29 16:04:00,2019 OND ASHIGLALTAND ORSON 1 OROO,34000000.0,Улаанбаатар,32.0,51733929.42898975
3345,Паркет,Тагтгүй,2012,Байхгүй,Вакум,9,Бүргэд,30.0,2,Лизинггүй,Хан-Уул,2,UB Town,2020-01-29 13:34:00,1OROO BAIR 30M2,65000000.0,Улаанбаатар,30.0,64875000.0
3346,Паркет,1 тагттай,2016,Байхгүй,Вакум,9,Бүргэд,30.0,3,Лизинггүй,Баянзүрх,3,13-р хороолол,2020-01-29 17:33:00,13T 30MKV 1 OROO BAIR,52000000.0,Улаанбаатар,30.0,58964486.03351955
3347,Паркет,1 тагттай,2014,Байхгүй,Вакум,12,Төмөр,49.0,3,Лизинггүй,Баянгол,1,Нарны хороолол,2020-01-29 18:08:00,NARNY KHOROOLOL 49.03M2 1 OROO,117672000.0,Улаанбаатар,49.0,89632018.86792453
3348,Паркет,1 тагттай,2011,Байхгүй,Вакум,12,Төмөр,40.5,7,Лизинггүй,Баянгол,3,"3, 4 хороолол",2020-01-29 18:22:00,MODNY 2-T 1 OROO 40.5M2,68000000.0,Улаанбаатар,40.5,67657509.58466454
3349,Паркет,1 тагттай,2010,Байхгүй,Вакум,9,Бүргэд,37.0,5,Лизинггүй,Хан-Уул,2,UB Town,2020-01-29 16:06:00,KHAN UUL UB TAUNY ZUUN TALD 37MKV 1 OROO BAIR,64750000.0,Улаанбаатар,37.0,64750000.0
3350,Паркет,1 тагттай,2015,Байхгүй,Вакум,9,Бүргэд,43.0,3,Банкны лизингтэй,Хан-Уул,1,Нисэх,2020-01-29 18:07:00,"BUYANT-UKHAA KHOROOLOLD 42,32 VM2 1OROO",60200000.0,Улаанбаатар,43.0,60713496.323529415
3351,Паркет,1 тагттай,2015,Байхгүй,Вакум,12,Бүргэд,42.08,8,Лизинггүй,Баянзүрх,2,14-р хороолол,2020-01-29 18:19:00,GAL TOGOO TUSDAA 1 OROO BAIR,71536000.0,Улаанбаатар,42.08,71669212.38095239
3352,Паркет,Тагтгүй,2015,Байхгүй,Вакум,15,Бүргэд,33.0,15,Лизинггүй,Баянгол,1,Нарны хороолол,2020-01-29 21:24:00,1 OROO BAIR 33M2,60000000.0,Улаанбаатар,33.0,64000000.0
3353,Паркет,1 тагттай,2014,Байгаа,Вакум,9,Бүргэд,39.47,8,Лизинггүй,Хан-Уул,1,Нисэх,2020-01-29 22:06:00,BUYANT UKHAA 1 KHOROOLOLD 1 OROO BAIR 39M2,70000000.0,Улаанбаатар,39.47,60713496.323529415
3354,Паркет,1 тагттай,1987,Байхгүй,Вакум,9,Бүргэд,40.0,6,Лизинггүй,Баянгол,3,10-р хороолол,2020-01-29 22:20:00,10-R HOROOLOLD UGSARMALIIN 1OROO BAIR 40M2,62000000.0,Улаанбаатар,40.0,64905996.45390071
3355,Паркет,1 тагттай,1990,Байхгүй,Вакум,5,Бүргэд,19.0,2,Лизинггүй,Сүхбаатар,2,5-р хороолол,2020-01-29 22:47:00,KHUUKHDIIN 100D 1 OROO,90000000.0,Улаанбаатар,19.0,77156250.0
3356,Паркет,1 тагттай,2015,Байхгүй,Вакум,12,Бүргэд,33.23,6,Лизинггүй,Баянгол,1,Бусад,2020-01-29 18:45:00,1 OROO BAIR,60000000.0,Улаанбаатар,33.23,51733929.42898975
3357,Паркет,Тагтгүй,2014,Байхгүй,Вакум,13,Бүргэд,39.78,3,Хувь лизингтэй,Баянзүрх,1,Сансар,2020-01-30 09:48:00,BZD-IIN 1-R KHOROO OROSYN SHUMT-YN KHAJUUD 1 OROO BAIR 39M2,87516000.0,Улаанбаатар,39.78,72488489.13043478
3358,Паркет,1 тагттай,2020,Байхгүй,Вакум,9,Бүргэд,33.0,3,Лизинггүй,Баянгол,3,Бусад,2020-01-30 10:48:00,"10-R KHOROOLOLD, APARTMENT 50 KHOTKHOND 1OROO",68000000.0,Улаанбаатар,33.0,51733929.42898975
3359,Паркет,1 тагттай,2011,Байхгүй,Вакум,9,Бүргэд,34.0,5,Лизинггүй,Хан-Уул,2,Хурд,2020-01-30 11:47:00,KHURD KHOROOLOLD 2 TSONKHTOI 1 OROO BAIR 34M3,75000000.0,Улаанбаатар,34.0,70942857.14285715
3360,Паркет,Тагтгүй,1980,Байхгүй,Вакум,3,Бүргэд,40.0,2,Лизинггүй,Сүхбаатар,2,"40, 50 мянгат",2020-01-30 11:58:00,OROS ELCHINGIIN BARUUN TALD 1 OROO 40M2,119000000.0,Улаанбаатар,40.0,106971551.72413793
3361,Паркет,1 тагттай,2020,Байхгүй,Төмөр вакум,12,Бүргэд,33.0,11,Хувь лизингтэй,Хан-Уул,2,Нисэх,2020-01-30 12:08:00,NISEKHED 1OROO BAIR 33M2,54450000.0,Улаанбаатар,33.0,48191583.67086957
3362,Паркет,1 тагттай,1990,Байхгүй,Вакум,9,Бүргэд,40.0,1,Банкны лизингтэй,Баянгол,2,"3, 4 хороолол",2020-01-30 13:25:00,MOSKVA DELGUURIIN ARD 13BAIR 40M2,65000000.0,Улаанбаатар,40.0,67657509.58466454
3363,Паркет,Тагтгүй,2019,Байхгүй,Вакум,2,Бүргэд,24.2,2,Лизинггүй,Хан-Уул,1,Яармаг,2020-01-30 13:53:00,YARMAGIIN 2-R BUUDAL DEER 1-URUU BAIR,35000000.0,Улаанбаатар,24.2,44323492.85714286
3364,Паркет,1 тагттай,2004,Байхгүй,Вакум,4,Бүргэд,40.0,4,Лизинггүй,Баянзүрх,3,14-р хороолол,2020-01-30 16:25:00,BZD-T AKHMADYN KHOROOLOLD 1OR BAIR,55000000.0,Улаанбаатар,40.0,71669212.38095239
3365,Паркет,1 тагттай,2003,Байхгүй,Вакум,9,Мод,36.6,8,Лизинггүй,Баянгол,2,"3, 4 хороолол",2020-01-30 14:45:00,3 KHOROOLOLD 1 OROO 36.6M2 BAIR,65000000.0,Улаанбаатар,36.6,67657509.58466454
3366,Паркет,1 тагттай,2017,Байхгүй,Вакум,12,Бүргэд,35.0,1,Лизинггүй,Хан-Уул,2,Яармаг,2020-01-30 13:03:00,HAN UUL DUUREGT 1 URUU BAIR 35M2,52000000.0,Улаанбаатар,35.0,44323492.85714286
3367,Паркет,1 тагттай,2019,Байхгүй,Вакум,12,Бүргэд,34.7,9,Лизинггүй,Сүхбаатар,2,11-р хороолол,2020-01-30 15:31:00,100 AILD 1 OROO BAIR 34.7M2,65000000.0,Улаанбаатар,34.7,57108219.17808219
3368,Паркет,1 тагттай,2008,Байхгүй,Вакум,10,Төмөр,29.0,8,Лизинггүй,Чингэлтэй,1,Баянбүрд,2020-01-30 15:25:00,BAYNBURDED 1URUU TAVILGIIN HAMT,65000000.0,Улаанбаатар,29.0,59190014.63414634
3369,Паркет,1 тагттай,2019,Байхгүй,Вакум,5,Бүргэд,30.0,3,Лизинггүй,Сонгино Хайрхан,1,Бусад,2020-01-30 17:02:00,SKHD-IIN ZDTG-YN KHAJUUD 1 OROO BAIR 30M2,43000000.0,Улаанбаатар,30.0,51733929.42898975
3370,Паркет,1 тагттай,2019,Байгаа,Вакум,16,Бүргэд,50.39,15,Банкны лизингтэй,Баянзүрх,3,Бусад,2020-01-30 17:40:00,BZD 8-R KHOROO KHUULI SAKHIULAGCH-1 KHOTKHOND 1 OROO,85663000.0,Улаанбаатар,50.39,101326016.39344262
3371,Паркет,1 тагттай,2019,Байхгүй,Вакум,16,Бүргэд,30.88,10,Лизинггүй,Баянзүрх,1,Чулуун овоо,2020-01-30 17:47:00,1 OROO 30.88M2 BAIR,49000000.0,Улаанбаатар,30.88,36611677.43589743
3372,Паркет,Тагтгүй,2019,Байхгүй,Вакум,9,Төмөр,40.0,2,Хувь лизингтэй,Баянзүрх,2,16-р хороолол,2020-01-30 18:33:00,16-R KHOROOLOLD 40 M.KV 1 OROO BAIR,69000000.0,Улаанбаатар,40.0,62746655.27950311
3373,Паркет,1 тагттай,2014,Байхгүй,Вакум,10,Төмөр,28.5,7,Лизинггүй,Баянзүрх,2,Их Монгол хороолол,2020-02-02 13:47:00,"IKH MONGOL KHOROOLOLD 28,5MKV BUKHII 1 OROO BAIR.",64125000.0,Улаанбаатар,28.5,62478571.38095238
3374,Паркет,1 тагттай,2014,Байхгүй,Вакум,12,Бүргэд,39.51,7,Лизинггүй,Баянгол,1,Нарны хороолол,2020-02-02 13:03:00,NARNY KHOROOLOL 1 OROO,82000000.0,Улаанбаатар,39.51,89632018.86792453
3375,Паркет,1 тагттай,2012,Байхгүй,Вакум,1,Бүргэд,32.0,1,Лизинггүй,Баянгол,1,"3, 4 хороолол",2020-01-30 17:57:00,KHOROOLOL GEMTLIIN EMNELGIIN URD 1 OROO,52000000.0,Улаанбаатар,32.0,56938935.39325843
3376,Паркет,1 тагттай,2019,Байхгүй,Вакум,16,Бүргэд,30.88,10,Лизинггүй,Баянзүрх,1,Амгалан,2020-01-30 18:41:00,OFITSERT 1 OROO BAIR 30M2,49000000.0,Улаанбаатар,30.88,47038066.666666664
3377,Паркет,1 тагттай,2018,Байхгүй,Вакум,9,Вакум,29.49,6,Лизинггүй,Баянзүрх,1,Амгалан,2020-02-02 15:56:00,1 OROO BAIR 29.49M2,41000000.0,Улаанбаатар,29.49,47038066.666666664
3378,Ламинат,1 тагттай,2014,Байхгүй,Вакум,6,Бүргэд,36.6,6,Лизинггүй,Баянзүрх,2,Сансар,2020-02-02 14:38:00,"SANSART HOMEPLAZA KHAJUUD 36,6M 1 OROO",50100000.0,Улаанбаатар,36.6,72488489.13043478
3379,Паркет,1 тагттай,2017,Байхгүй,Модон вакум,16,Мод,29.63,10,Лизинггүй,Баянзүрх,1,16-р хороолол,2020-02-02 15:12:00,1 OROO BAIR,55000000.0,Улаанбаатар,29.63,46918892.327365726
3380,Паркет,1 тагттай,2006,Байхгүй,Вакум,9,Бүргэд,40.0,8,Лизинггүй,Баянгол,2,10-р хороолол,2020-02-02 16:28:00,MODNY 2T 40M2 BAIR 1 OROO,65000000.0,Улаанбаатар,40.0,64905996.45390071
3381,Паркет,1 тагттай,2014,Байхгүй,Вакум,10,Бүргэд,33.25,7,Лизинггүй,Сонгино Хайрхан,3,21-р хороолол,2020-02-02 17:31:00,21R KHOROOLOL 33.25M2,68000000.0,Улаанбаатар,33.25,46775845.41062802
3382,Паркет,1 тагттай,1987,Байхгүй,Вакум,9,Бүргэд,44.0,9,Лизинггүй,Сонгино Хайрхан,2,1-р хороолол,2020-02-02 18:41:00,1R KHOROOLOLD 1 OROO BAIR 44M2,56000000.0,Улаанбаатар,44.0,61578085.526315786
3383,Паркет,1 тагттай,2010,Байхгүй,Вакум,5,Бүргэд,28.5,1,Лизинггүй,Баянгол,2,Баруун 4 зам,2020-02-02 22:09:00,ANDUUD 1 OROO 28.5M2,53000000.0,Улаанбаатар,28.5,63896130.43478261
3384,Паркет,1 тагттай,1998,Байхгүй,Вакум,9,Бүргэд,48.0,6,Лизинггүй,Сонгино Хайрхан,2,Бусад,2020-02-05 00:00:00,GAL TUSDAA 1URUU BAIR,55000000.0,Улаанбаатар,48.0,68056524.7311828
3385,Паркет,1 тагттай,2012,Байхгүй,Вакум,5,Бүргэд,29.0,1,Лизинггүй,Баянгол,2,10-р хороолол,2020-02-05 00:00:00,10-R KHOROOLOL,55000000.0,Улаанбаатар,29.0,49934253.40599455
3386,Паркет,1 тагттай,2018,Байхгүй,Вакум,16,Бүргэд,41.6,7,Лизинггүй,Баянзүрх,2,Бусад,2020-02-05 00:00:00,"CHUKHAG-2 KHOTKHON BZD-T DUNJINGARAV KHUDALDAANY TOVIIN URD, UNDESNII TSETS",96000000.0,Улаанбаатар,41.6,68056524.7311828
3387,Паркет,1 тагттай,2011,Байхгүй,Вакум,5,Бүргэд,31.0,3,Лизинггүй,Налайх,2,Бусад,2020-02-02 21:08:00,TSENGEG KHOTKHOND 1 OROO BAIR,40000000.0,Улаанбаатар,31.0,51733929.42898975
3388,Паркет,Тагтгүй,2009,Байхгүй,Вакум,5,Бүргэд,22.15,1,Лизинггүй,Баянгол,1,10-р хороолол,2020-02-05 00:00:00,"BGD, 10-R KHOROOLOLD 1 OROO BAIR 22.15M2",42000000.0,Улаанбаатар,22.15,49934253.40599455
3389,Паркет,Тагтгүй,2012,Байхгүй,Вакум,5,Бүргэд,38.3,4,Лизинггүй,Хан-Уул,2,Viva city,2020-02-05 00:00:00,VIVA SITI KHOROOLOLD 1 OROO 38.3 M2 BAIR,55000000.0,Улаанбаатар,38.3,61321637.93103448
3390,Паркет,1 тагттай,2014,Байхгүй,Вакум,12,Бүргэд,30.0,10,Лизинггүй,Баянгол,2,Бусад,2020-02-05 00:00:00,TBD ANDUUDYN KHOINO 1 OROO 30M2,54000000.0,Улаанбаатар,30.0,51733929.42898975
3391,Паркет,Тагтгүй,2019,Байхгүй,Вакум,11,Бүргэд,36.0,10,Лизинггүй,Сонгино Хайрхан,3,21-р хороолол,2020-02-05 00:00:00,21 KHOROOLLYN KHOINO DUPLEKS 1 OROO 36M2 BAIR,68000000.0,Улаанбаатар,36.0,55424309.9378882
3392,Паркет,1 тагттай,2012,Байхгүй,Вакум,9,Бүргэд,27.0,1,Лизинггүй,Сонгино Хайрхан,2,21-р хороолол,2020-02-05 00:00:00,SKHD 21 KHOROOLOLD 1 DAVKHRYN 1 OROO BAIR 27M2,62000000.0,Улаанбаатар,27.0,46775845.41062802
3393,Паркет,1 тагттай,2010,Байхгүй,Вакум,10,Бүргэд,38.8,4,Лизинггүй,Сонгино Хайрхан,2,Бусад,2020-02-05 00:00:00,ORCHLON KHOROOLLYN 46-R BAIRAND 1 OROO 38.8M2,45500000.0,Улаанбаатар,38.8,68056524.7311828
3394,Мод,Тагтгүй,1980,Байхгүй,Мод,1,Мод,69.0,1,Лизинггүй,Орон нутаг,1,Бусад,2020-02-05 00:00:00,TOV ZUUNMOD SUM 1-R BAG JARGALAN KHOTKHOND 1 OROO ORON SUUTS,35000000.0,Төв,69.0,115115646.34146342
3395,Паркет,1 тагттай,2014,Байхгүй,Вакум,17,Бүргэд,47.61,17,Банкны лизингтэй,Баянзүрх,2,13-р хороолол,2020-02-05 00:00:00,ZAMYN TSAGDAAGAAS ZUUN TIISH AMARTUVSHIN KHOTKHOND ORON SUUTS,70000000.0,Улаанбаатар,47.61,79020892.15686275
3396,Паркет,1 тагттай,2020,Байгаа,Вакум,12,Бүргэд,37.7,8,Хувь лизингтэй,Баянзүрх,2,13-р хороолол,2020-01-30 19:11:00,13-R KHOROOLOLD 1 OROO BAIR,86710000.0,Улаанбаатар,37.7,79020892.15686275
3397,Паркет,1 тагттай,2012,Байхгүй,Вакум,12,Бүргэд,29.0,11,Банкны лизингтэй,Баянзүрх,1,Офицер,2020-02-05 00:00:00,1 OROO 29M2 BAIR,46000000.0,Улаанбаатар,29.0,48726743.967289716
3398,Паркет,Тагтгүй,2012,Байхгүй,Вакум,5,Төмөр,20.2,5,Лизинггүй,Хан-Уул,1,Viva city,2020-02-05 00:00:00,KHUD VIVACITID 1 OROO BAIR,35000000.0,Улаанбаатар,20.2,43515602.83687943
3399,Паркет,Тагтгүй,2017,Байхгүй,Вакум,2,Бүргэд,24.32,2,Лизинггүй,Хан-Уул,1,Яармаг,2020-02-05 00:00:00,YAARMAGT 1 OROO BAIR 24M2,34000000.0,Улаанбаатар,24.32,44323492.85714286
3400,Паркет,1 тагттай,1980,Байхгүй,Вакум,4,Бүргэд,32.0,2,Лизинггүй,Чингэлтэй,2,"40, 50 мянгат",2020-02-05 00:00:00,BAGA TOIROGT 1 OROO BAIR,62000000.0,Улаанбаатар,32.0,70839285.71428572
3401,Паркет,1 тагттай,2016,Байхгүй,Вакум,10,Бүргэд,39.0,8,Лизинггүй,Хан-Уул,2,19-р хороолол,2020-02-05 00:00:00,1 OROO 39M2,65000000.0,Улаанбаатар,39.0,79650016.49484536
3402,Паркет,1 тагттай,2014,Байхгүй,Вакум,12,Бүргэд,28.0,6,Лизинггүй,Баянзүрх,1,Бусад,2020-02-05 00:00:00,OFITSERUUDYN ORDON 1OROO BAIR 28M2,42000000.0,Улаанбаатар,28.0,51733929.42898975
3403,Паркет,1 тагттай,2014,Байгаа,Вакум,12,Бүргэд,50.0,10,Лизинггүй,Баянгол,1,Нарны хороолол,2020-02-05 00:00:00,NARNY KHOROOLOLD 1 OROO 50M2,100000000.0,Улаанбаатар,50.0,89632018.86792453
3404,Паркет,1 тагттай,2009,Байхгүй,Вакум,6,Төмөр,33.0,6,Лизинггүй,Баянгол,2,5 шар,2020-02-05 00:00:00,BGD-N 20R KHOROO ENKHJIN KHUDALDAANY TOVIIN BARUUN URD 1 OROO 33M2,36800000.0,Улаанбаатар,33.0,40150637.47125312
3405,Паркет,1 тагттай,2017,Байхгүй,Вакум,7,Бүргэд,43.0,5,Лизинггүй,Хан-Уул,1,Зайсан,2020-02-05 00:00:00,ZAISAND 1 OROO BAIR,94600000.0,Улаанбаатар,43.0,77667489.79591836
3406,Паркет,1 тагттай,2014,Байхгүй,Модон вакум,6,Бүргэд,29.0,4,Хувь лизингтэй,Баянгол,2,"3, 4 хороолол",2020-02-05 00:00:00,1OROO,55000000.0,Улаанбаатар,29.0,56938935.39325843
3407,Паркет,1 тагттай,2014,Байхгүй,Вакум,5,Бүргэд,33.0,2,Лизинггүй,Баянгол,2,5 шар,2020-02-05 00:00:00,1 URUU,46000000.0,Улаанбаатар,33.0,40150637.47125312
3408,Паркет,1 тагттай,2020,Байхгүй,Вакум,16,Бүргэд,35.47,8,Лизинггүй,Баянзүрх,2,Бусад,2020-02-05 00:00:00,BAYANZURKH KHOROOLOL 1 OROO,42564000.0,Улаанбаатар,35.47,68056524.7311828
3409,Паркет,1 тагттай,2019,Байгаа,Вакум,9,Төмөр,39.0,8,Лизинггүй,Баянзүрх,1,Офицер,2020-02-05 00:00:00,BAYANZURKH DUURGIIN EMNELGIIN KHOINO 1 OROO BAIR,65000000.0,Улаанбаатар,39.0,57844298.65771812
3410,Паркет,1 тагттай,2013,Байхгүй,Вакум,15,Бүргэд,35.0,13,Хувь лизингтэй,Баянгол,1,Төмөр зам,2020-02-05 00:00:00,TOMOR ZAMD SURGUULI TSETSERLEGT OIRKHON 1 OROO BAIR,60000000.0,Улаанбаатар,35.0,65380000.0
3411,Паркет,1 тагттай,2019,Байхгүй,Вакум,16,Бүргэд,29.64,4,Лизинггүй,Баянзүрх,1,Амгалан,2020-02-05 00:00:00,1 OROO BAIR,48000000.0,Улаанбаатар,29.64,47038066.666666664
3412,Паркет,1 тагттай,2012,Байхгүй,Вакум,17,Бүргэд,51.2,7,Хувь лизингтэй,Баянзүрх,1,13-р хороолол,2020-02-05 00:00:00,1 URUU 51M2,76800000.0,Улаанбаатар,51.2,103503101.1235955
3413,Паркет,1 тагттай,2015,Байхгүй,Вакум,15,Бүргэд,20.5,8,Лизинггүй,Сонгино Хайрхан,1,Толгойт,2020-02-05 00:00:00,1 OROO BAIR,31000000.0,Улаанбаатар,20.5,40412500.0
3414,Паркет,Тагтгүй,2013,Байхгүй,Вакум,9,Бүргэд,38.0,5,Лизинггүй,Хан-Уул,1,Хурд,2020-02-05 00:00:00,KHURD RAFID KHARSHID 1 OROO BAIR,75000000.0,Улаанбаатар,38.0,78080092.3076923
3415,Паркет,2 тагттай,1990,Байхгүй,Вакум,9,Төмөр,41.0,1,Лизинггүй,Сонгино Хайрхан,3,1-р хороолол,2020-02-05 00:00:00,1R HOROOLOLD UGSARMALIIN 1 URUU BAIR,59000000.0,Улаанбаатар,41.0,61578085.526315786
3416,Ламинат,Тагтгүй,1980,Байхгүй,Мод,4,Бүргэд,30.0,1,Лизинггүй,Чингэлтэй,2,"40, 50 мянгат",2020-02-05 00:00:00,KHOTYN TOVD NEG OROO BAIR,56000000.0,Улаанбаатар,30.0,70839285.71428572
